customer_id,customer_name,snapshot_date,age,tenure_months,customer_segment,income_regularity,customer_yearly_value,loyalty,products_count,has_credit_card,has_loan,days_since_last_transaction,balance_change_30d,transaction_change_30d,card_spend_change_30d,app_login_change_30d,salary_missing_days,external_transfer_change_30d,upi_share_of_spend,fd_maturing_in_30d,products_dropped_90d,complaints_30d,unresolved_complaints,failed_transactions_30d,avg_resolution_time_hrs,emi_bounce_30d,complaint_text,branch_code,card_colour,churn_flag,churn_probability,risk_score,churn_prediction,risk_level,top_risk_factors
C18173,Krisha Patla,2026-03-01,76,180,pension,regular,58479.089,1.2513,2,0,0,18,-19.1461,-19.4433,-27.3119,-41.43,6.0,28.2674,0.6961,0,0,3,2,3,52.0823,0,Kindly inform when the ATM at market road will be repaired.,BR-140,gold,1,25.0,71.88,Yes,High,"[{""factor"": ""salary_missing_days"", ""value"": 6.0}, {""factor"": ""days_since_last_transaction"", ""value"": 18}, {""factor"": ""complaints_30d"", ""value"": 3}, {""factor"": ""card_spend_change_30d"", ""value"": -27.3119}, {""factor"": ""failed_transactions_30d"", ""value"": 3}]"
C18174,Inaya Rastogi,2026-06-01,52,31,vendor,irregular,16769.1596,-0.4793,1,0,0,3,4.4224,11.3575,2.0737,-2.5712,,-0.5228,0.3825,1,0,5,5,3,101.4022,0,Complaint register was not given to me when I asked for it.,BR-126,blue,0,36.3,76.11,Yes,High,"[{""factor"": ""avg_resolution_time_hrs"", ""value"": 101.4022}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""complaints_30d"", ""value"": 5}, {""factor"": ""tenure_months"", ""value"": 31}, {""factor"": ""failed_transactions_30d"", ""value"": 3}]"
C18175,Tamanna Ray,2026-06-01,51,93,farmer,seasonal,11431.0352,-0.014,1,0,0,2,0.0757,25.9403,-1.0858,32.5441,,-8.4807,0.6147,0,0,0,0,0,0.0,0,,BR-127,silver,0,1.93,5.8,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-127""}, {""factor"": ""app_login_change_30d"", ""value"": 32.5441}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""has_loan"", ""value"": 0}]"
C18176,Banjeet Purohit,2026-06-01,40,1,farmer,seasonal,32372.0423,1.4862,3,0,1,12,-38.031,-23.0701,-12.0289,-14.7609,,43.9782,0.5641,0,0,0,0,4,0.0,0,,BR-127,gold,0,9.94,29.81,No,Low,"[{""factor"": ""balance_change_30d"", ""value"": -38.031}, {""factor"": ""tenure_months"", ""value"": 1}, {""factor"": ""failed_transactions_30d"", ""value"": 4}, {""factor"": ""branch_code"", ""value"": ""BR-127""}, {""factor"": ""external_transfer_change_30d"", ""value"": 43.9782}]"
C18177,Robert Mani,2026-04-01,46,104,farmer,seasonal,19569.5784,-0.5795,3,1,1,18,-45.1713,-49.2954,-55.6165,-39.995,,91.9657,0.5253,1,0,0,0,3,0.0,0,,BR-132,green,1,48.15,80.56,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -45.1713}, {""factor"": ""card_spend_change_30d"", ""value"": -55.6165}, {""factor"": ""days_since_last_transaction"", ""value"": 18}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""failed_transactions_30d"", ""value"": 3}]"
C18178,Amol Badal,2026-04-01,32,126,farmer,seasonal,18384.2853,-0.4276,3,0,1,15,-46.8687,-33.813,-50.4752,-8.7687,,71.6174,0.4276,0,0,1,0,2,36.7682,1,"Sir, mera number change hua hai aur ab UPI verify nahi ho raha.",BR-115,green,1,36.3,76.11,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -46.8687}, {""factor"": ""card_spend_change_30d"", ""value"": -50.4752}, {""factor"": ""days_since_last_transaction"", ""value"": 15}, {""factor"": ""emi_bounce_30d"", ""value"": 1}, {""factor"": ""failed_transactions_30d"", ""value"": 2}]"
C18179,Max Edwin,2026-06-01,36,156,salary,regular,26453.8969,0.3191,3,0,0,15,-11.0081,-22.7744,-3.2571,-26.2914,3.0,16.6701,0.4925,1,0,1,1,1,41.6435,0,Twice I got half the amount I asked for. Who audits these machines?,BR-140,silver,0,7.29,21.86,No,Low,"[{""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""salary_missing_days"", ""value"": 3.0}, {""factor"": ""days_since_last_transaction"", ""value"": 15}, {""factor"": ""branch_code"", ""value"": ""BR-140""}, {""factor"": ""unresolved_complaints"", ""value"": 1}]"
C18180,Lakshit Raghavan,2026-06-01,53,121,business,irregular,87077.9787,-1.172,3,1,1,8,0.6237,14.5384,-0.7738,-23.8942,,-12.2355,0.5796,0,0,3,1,1,37.3401,0,Dispute closed as resolved but I never received the reversal amount.,BR-114,black,0,1.96,5.87,No,Low,"[{""factor"": ""complaints_30d"", ""value"": 3}, {""factor"": ""unresolved_complaints"", ""value"": 1}, {""factor"": ""card_colour"", ""value"": ""black""}, {""factor"": ""income_regularity"", ""value"": ""irregular""}, {""factor"": ""has_credit_card"", ""value"": 1}]"
C18181,Rohan Shanker,2026-06-01,40,91,salary,regular,40880.3439,1.2193,1,0,0,0,-11.2365,-12.8392,11.5811,-6.8368,4.0,23.0693,0.4197,0,0,0,0,0,0.0,0,,BR-130,black,0,1.96,5.87,No,Low,"[{""factor"": ""salary_missing_days"", ""value"": 4.0}, {""factor"": ""external_transfer_change_30d"", ""value"": 23.0693}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""has_loan"", ""value"": 0}, {""factor"": ""card_colour"", ""value"": ""black""}]"
C18182,Qabil Datta,2026-06-01,26,75,salary,regular,48608.0489,-0.5633,2,0,0,1,33.8722,7.2529,25.2502,6.2002,0.0,-12.1969,0.4326,1,0,0,0,0,0.0,0,,BR-105,blue,0,1.96,5.87,No,Low,"[{""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""branch_code"", ""value"": ""BR-105""}, {""factor"": ""age"", ""value"": 26}, {""factor"": ""transaction_change_30d"", ""value"": 7.2529}, {""factor"": ""products_count"", ""value"": 2}]"
C18183,Faqid Kuruvilla,2026-06-01,65,110,pension,regular,26838.4937,-0.5371,2,0,0,10,22.7945,23.0982,0.785,20.3503,1.0,-7.1183,0.5385,0,0,1,0,0,28.103,0,Customer mentioned son has opened account elsewhere and advises the same.,BR-128,silver,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-128""}, {""factor"": ""age"", ""value"": 65}, {""factor"": ""app_login_change_30d"", ""value"": 20.3503}, {""factor"": ""customer_segment"", ""value"": ""pension""}, {""factor"": ""products_count"", ""value"": 2}]"
C18184,Agastya Shanker,2026-04-01,30,69,vendor,irregular,9536.8409,1.6311,4,0,1,12,-23.3591,-30.5224,-18.733,-23.91,,24.6249,0.636,0,0,2,1,3,64.662,0,Manager was on leave and nobody else could authorise my request.,BR-107,blue,1,16.1,54.41,Yes,Medium,"[{""factor"": ""avg_resolution_time_hrs"", ""value"": 64.662}, {""factor"": ""failed_transactions_30d"", ""value"": 3}, {""factor"": ""balance_change_30d"", ""value"": -23.3591}, {""factor"": ""complaints_30d"", ""value"": 2}, {""factor"": ""card_spend_change_30d"", ""value"": -18.733}]"
C18185,Janaki Mane,2026-06-01,60,296,pension,regular,28934.6559,-0.0287,3,1,0,7,0.2006,4.3559,23.799,-26.0907,3.0,-15.5619,0.4588,0,0,0,0,0,0.0,0,,BR-105,blue,0,1.93,5.8,No,Low,"[{""factor"": ""salary_missing_days"", ""value"": 3.0}, {""factor"": ""branch_code"", ""value"": ""BR-105""}, {""factor"": ""customer_segment"", ""value"": ""pension""}, {""factor"": ""income_regularity"", ""value"": ""regular""}, {""factor"": ""has_loan"", ""value"": 0}]"
C18186,Yagnesh Sama,2026-06-01,44,115,farmer,seasonal,33224.203,-0.2809,2,0,1,8,9.6297,25.0404,19.5504,-32.27,,8.5684,0.1868,0,0,0,0,1,0.0,0,,BR-101,black,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-101""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.1868}, {""factor"": ""external_transfer_change_30d"", ""value"": 8.5684}]"
C18187,Ishaan Natt,2026-06-01,43,90,farmer,seasonal,16269.3195,0.4385,2,0,1,9,-17.3716,6.1035,-0.9441,1.5254,,-2.1745,0.3616,0,0,1,1,2,34.6132,0,Machine me network problem likha aata hai poora din. Kabhi theek hoga?,BR-103,blue,0,2.39,7.18,No,Low,"[{""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""unresolved_complaints"", ""value"": 1}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.3616}, {""factor"": ""products_count"", ""value"": 2}]"
C18188,Ishwar Butala,2026-06-01,41,47,salary,regular,84287.0772,0.0506,1,0,0,5,10.1297,5.9694,-1.7777,-1.9805,2.0,-25.114,0.5466,0,0,0,0,0,0.0,0,,BR-122,blue,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-122""}, {""factor"": ""salary_missing_days"", ""value"": 2.0}, {""factor"": ""tenure_months"", ""value"": 47}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""products_count"", ""value"": 1}]"
C18189,Baljiwan Char,2026-06-01,50,55,salary,regular,25614.3395,-1.152,2,0,1,1,32.6873,17.5736,34.5684,12.9374,0.0,-6.7198,0.1706,0,0,1,0,0,23.5293,0,Two hundred rupees deducted as ATM decline charge. This is unfair.,BR-132,silver,0,1.65,4.96,No,Low,"[{""factor"": ""tenure_months"", ""value"": 55}, {""factor"": ""upi_share_of_spend"", ""value"": 0.1706}, {""factor"": ""app_login_change_30d"", ""value"": 12.9374}, {""factor"": ""customer_segment"", ""value"": ""salary""}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C18190,Ekapad Ranganathan,2026-04-01,34,66,salary,regular,34767.687,1.0507,4,1,1,19,-43.9132,-43.2325,-58.2246,-34.5633,6.0,82.8386,0.7413,0,0,0,0,1,0.0,0,,BR-133,gold,1,53.85,82.69,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -43.9132}, {""factor"": ""card_spend_change_30d"", ""value"": -58.2246}, {""factor"": ""days_since_last_transaction"", ""value"": 19}, {""factor"": ""salary_missing_days"", ""value"": 6.0}, {""factor"": ""branch_code"", ""value"": ""BR-133""}]"
C18191,Oni Andra,2026-06-01,41,42,vendor,irregular,18724.716,0.9233,2,0,0,0,40.6451,36.413,56.8567,26.158,,-23.7454,0.408,0,0,0,0,2,0.0,0,,BR-102,silver,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-102""}, {""factor"": ""tenure_months"", ""value"": 42}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""app_login_change_30d"", ""value"": 26.158}, {""factor"": ""customer_segment"", ""value"": ""vendor""}]"
C18192,Yamini Bali,2026-05-01,47,19,vendor,irregular,8267.0962,-0.7295,2,0,0,19,-45.026,-20.6694,-44.3568,-55.3845,,104.5652,0.4522,0,0,0,0,2,0.0,0,,BR-130,silver,1,45.95,79.73,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -45.026}, {""factor"": ""days_since_last_transaction"", ""value"": 19}, {""factor"": ""card_spend_change_30d"", ""value"": -44.3568}, {""factor"": ""tenure_months"", ""value"": 19}, {""factor"": ""failed_transactions_30d"", ""value"": 2}]"
C18193,Nandini Palla,2026-06-01,41,28,vendor,irregular,16873.8097,0.928,2,0,1,3,20.3574,34.1724,26.9505,13.0402,,31.1076,0.5033,0,0,0,0,0,0.0,0,,BR-118,silver,0,1.96,5.87,No,Low,"[{""factor"": ""tenure_months"", ""value"": 28}, {""factor"": ""app_login_change_30d"", ""value"": 13.0402}, {""factor"": ""customer_segment"", ""value"": ""vendor""}, {""factor"": ""external_transfer_change_30d"", ""value"": 31.1076}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C18194,Advika Sidhu,2026-06-01,48,32,vendor,irregular,16286.544,-0.0733,2,0,0,4,3.6962,-13.9629,-14.0961,-9.2578,,64.7723,0.2627,0,0,0,0,0,0.0,0,,BR-135,silver,0,1.65,4.96,No,Low,"[{""factor"": ""tenure_months"", ""value"": 32}, {""factor"": ""external_transfer_change_30d"", ""value"": 64.7723}, {""factor"": ""customer_segment"", ""value"": ""vendor""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2627}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C18195,Tamanna Jani,2026-06-01,61,137,pension,regular,6558.3139,0.4264,1,0,0,7,-15.9136,28.4664,11.3029,-8.094,0.0,-11.7686,0.5157,0,0,1,0,0,23.5785,0,"Requesting SMS alert activation, staff said it is already done but no SMS.",BR-117,green,0,1.96,5.87,No,Low,"[{""factor"": ""customer_segment"", ""value"": ""pension""}, {""factor"": ""age"", ""value"": 61}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""income_regularity"", ""value"": ""regular""}, {""factor"": ""has_loan"", ""value"": 0}]"
C18196,Eiravati Mani,2026-06-01,47,89,farmer,seasonal,27221.7208,1.3209,1,0,0,6,-1.2785,5.029,5.6267,26.9092,,10.1005,0.2814,0,0,0,0,0,0.0,0,,BR-101,black,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-101""}, {""factor"": ""app_login_change_30d"", ""value"": 26.9092}, {""factor"": ""external_transfer_change_30d"", ""value"": 10.1005}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2814}, {""factor"": ""products_count"", ""value"": 1}]"
C18197,Ishita Swamy,2026-06-01,32,57,salary,regular,34363.489,0.8906,1,0,0,12,-28.3064,-7.844,-8.432,2.1249,2.0,52.0007,0.4099,0,0,1,1,1,30.8042,0,"Kindly provide interest certificate, I have asked twice already.",BR-110,gold,0,3.74,11.21,No,Low,"[{""factor"": ""balance_change_30d"", ""value"": -28.3064}, {""factor"": ""tenure_months"", ""value"": 57}, {""factor"": ""unresolved_complaints"", ""value"": 1}, {""factor"": ""salary_missing_days"", ""value"": 2.0}, {""factor"": ""external_transfer_change_30d"", ""value"": 52.0007}]"
C18198,Rachit Chokshi,2026-06-01,33,38,vendor,irregular,12164.6555,2.3336,1,0,0,7,17.6921,-2.5517,7.9041,-22.7004,,20.7869,0.416,0,0,0,0,0,0.0,0,,BR-106,blue,1,2.39,7.18,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-106""}, {""factor"": ""tenure_months"", ""value"": 38}, {""factor"": ""external_transfer_change_30d"", ""value"": 20.7869}, {""factor"": ""customer_segment"", ""value"": ""vendor""}, {""factor"": ""card_colour"", ""value"": ""blue""}]"
C18199,Neha Sodhi,2026-06-01,27,56,salary,regular,111716.2132,0.4361,3,1,1,14,-1.2773,13.365,-0.9303,-23.5571,0.0,0.9283,0.4428,0,0,1,0,1,17.6097,0,Quarterly average balance rule changed without informing customers.,BR-111,blue,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-111""}, {""factor"": ""tenure_months"", ""value"": 56}, {""factor"": ""days_since_last_transaction"", ""value"": 14}, {""factor"": ""age"", ""value"": 27}, {""factor"": ""card_colour"", ""value"": ""blue""}]"
C18200,Zayyan Rajagopalan,2026-02-01,34,70,farmer,seasonal,60082.5753,0.2006,3,0,1,13,-35.5549,-8.186,-29.9142,-7.3033,,27.9246,0.3048,0,2,1,0,2,15.6923,0,"Unable to pay electricity bill through UPI, connection now disconnected.",BR-130,gold,1,9.94,29.81,No,Low,"[{""factor"": ""balance_change_30d"", ""value"": -35.5549}, {""factor"": ""card_spend_change_30d"", ""value"": -29.9142}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""products_dropped_90d"", ""value"": 2}, {""factor"": ""upi_share_of_spend"", ""value"": 0.3048}]"
C18201,Yashasvi Sachdev,2026-05-01,37,52,salary,regular,42957.6399,-0.4566,1,0,0,27,-60.7039,-59.2279,-72.7642,-68.645,6.0,104.1926,0.8547,0,0,0,0,2,0.0,0,,BR-122,green,1,100.0,100.0,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -60.7039}, {""factor"": ""card_spend_change_30d"", ""value"": -72.7642}, {""factor"": ""days_since_last_transaction"", ""value"": 27}, {""factor"": ""salary_missing_days"", ""value"": 6.0}, {""factor"": ""transaction_change_30d"", ""value"": -59.2279}]"
C18202,Bhanumati Khatri,2026-06-01,25,84,salary,regular,59251.7913,0.7807,2,0,1,12,-4.2469,-25.8102,-13.8624,13.4728,4.0,50.8429,0.5283,0,0,0,0,0,0.0,0,,BR-137,blue,0,1.96,5.87,No,Low,"[{""factor"": ""salary_missing_days"", ""value"": 4.0}, {""factor"": ""age"", ""value"": 25}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""app_login_change_30d"", ""value"": 13.4728}, {""factor"": ""external_transfer_change_30d"", ""value"": 50.8429}]"
C18203,Arin Johal,2026-06-01,29,9,salary,regular,65765.8068,-0.3285,2,0,0,3,-18.6429,-13.7979,-37.5604,-21.1257,2.0,26.963,0.5219,0,0,0,0,0,0.0,0,,BR-103,black,0,3.74,11.21,No,Low,"[{""factor"": ""card_spend_change_30d"", ""value"": -37.5604}, {""factor"": ""tenure_months"", ""value"": 9}, {""factor"": ""salary_missing_days"", ""value"": 2.0}, {""factor"": ""external_transfer_change_30d"", ""value"": 26.963}, {""factor"": ""customer_segment"", ""value"": ""salary""}]"
C18204,Warda Dewan,2026-03-01,35,41,business,irregular,72378.3391,-0.2641,2,0,1,9,-15.7149,-27.2668,-9.9429,-10.54,,16.6753,0.4473,0,0,2,1,3,69.0621,0,Please confirm the charge structure for NEFT above one lakh.,BR-110,gold,1,9.94,29.81,No,Low,"[{""factor"": ""avg_resolution_time_hrs"", ""value"": 69.0621}, {""factor"": ""failed_transactions_30d"", ""value"": 3}, {""factor"": ""complaints_30d"", ""value"": 2}, {""factor"": ""tenure_months"", ""value"": 41}, {""factor"": ""unresolved_complaints"", ""value"": 1}]"
C18205,Pallavi Patla,2026-06-01,56,74,business,irregular,61052.7722,1.1316,3,1,0,7,1.4722,-9.1387,-27.778,-7.4651,,11.3896,0.4883,0,1,0,0,0,0.0,0,,BR-139,blue,0,1.96,5.87,No,Low,"[{""factor"": ""card_spend_change_30d"", ""value"": -27.778}, {""factor"": ""branch_code"", ""value"": ""BR-139""}, {""factor"": ""external_transfer_change_30d"", ""value"": 11.3896}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C18206,Zarna Dhar,2026-06-01,60,81,pension,regular,11010.9249,0.6216,1,0,0,4,27.1148,-4.6976,-7.5092,34.2726,2.0,-9.9933,0.5797,0,0,1,0,0,36.6876,0,Please confirm whether my failed UPI amount will be auto reversed.,BR-109,black,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-109""}, {""factor"": ""app_login_change_30d"", ""value"": 34.2726}, {""factor"": ""salary_missing_days"", ""value"": 2.0}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""customer_segment"", ""value"": ""pension""}]"
C18207,Maya Yohannan,2026-06-01,51,49,vendor,irregular,9521.7803,0.1406,1,0,0,4,8.4822,34.3973,17.7831,17.1258,,44.0758,0.3284,0,0,0,0,0,0.0,0,,BR-104,green,0,1.65,4.96,No,Low,"[{""factor"": ""tenure_months"", ""value"": 49}, {""factor"": ""app_login_change_30d"", ""value"": 17.1258}, {""factor"": ""external_transfer_change_30d"", ""value"": 44.0758}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""customer_segment"", ""value"": ""vendor""}]"
C18208,Aishani Ganesan,2026-06-01,48,60,vendor,irregular,4511.5835,-0.453,1,0,0,5,31.0183,21.0508,16.6143,16.7316,,-27.5165,0.2577,0,0,0,0,0,0.0,0,,BR-118,silver,0,1.65,4.96,No,Low,"[{""factor"": ""tenure_months"", ""value"": 60}, {""factor"": ""app_login_change_30d"", ""value"": 16.7316}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""customer_segment"", ""value"": ""vendor""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2577}]"
C18209,Kabir Mannan,2026-06-01,37,73,salary,regular,40409.2227,0.034,1,0,0,8,-1.1095,2.8337,-32.606,19.6337,5.0,16.5886,0.1664,0,0,1,0,1,16.2422,0,Manager was on leave and nobody else could authorise my request.,BR-113,blue,0,3.74,11.21,No,Low,"[{""factor"": ""card_spend_change_30d"", ""value"": -32.606}, {""factor"": ""salary_missing_days"", ""value"": 5.0}, {""factor"": ""app_login_change_30d"", ""value"": 19.6337}, {""factor"": ""upi_share_of_spend"", ""value"": 0.1664}, {""factor"": ""card_colour"", ""value"": ""blue""}]"
C18210,Balveer Banerjee,2026-06-01,53,52,vendor,irregular,13773.7388,-1.9954,4,1,1,3,42.4687,37.6389,55.5595,20.5742,,-58.9445,0.4682,0,0,0,0,0,0.0,0,,BR-135,black,0,0.0,0.0,No,Low,"[{""factor"": ""tenure_months"", ""value"": 52}, {""factor"": ""app_login_change_30d"", ""value"": 20.5742}, {""factor"": ""customer_segment"", ""value"": ""vendor""}, {""factor"": ""income_regularity"", ""value"": ""irregular""}, {""factor"": ""card_colour"", ""value"": ""black""}]"
C18211,Ansh Raman,2026-06-01,33,65,salary,regular,46180.6539,1.2962,1,0,0,13,-30.0112,-25.1951,-38.3034,-18.227,4.0,61.0664,0.2561,0,0,0,0,3,0.0,0,,BR-101,gold,1,18.06,62.22,Yes,Medium,"[{""factor"": ""balance_change_30d"", ""value"": -30.0112}, {""factor"": ""card_spend_change_30d"", ""value"": -38.3034}, {""factor"": ""salary_missing_days"", ""value"": 4.0}, {""factor"": ""failed_transactions_30d"", ""value"": 3}, {""factor"": ""branch_code"", ""value"": ""BR-101""}]"
C18212,Gabriel Modi,2026-06-01,67,161,pension,regular,50890.7738,0.4379,3,1,1,4,-2.4892,-19.031,5.446,22.9659,0.0,50.6754,0.4248,0,0,0,0,2,0.0,0,,BR-105,black,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-105""}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""app_login_change_30d"", ""value"": 22.9659}, {""factor"": ""age"", ""value"": 67}, {""factor"": ""external_transfer_change_30d"", ""value"": 50.6754}]"
C18213,Anay Nagarajan,2026-06-01,41,27,salary,regular,32237.7934,0.4285,3,1,0,5,-3.2338,-13.7352,-13.9226,-4.0951,1.0,38.0814,0.4698,1,0,1,1,2,41.2537,0,"Please waive one charge as a goodwill gesture, I am a 15 year customer.",BR-123,silver,0,3.74,11.21,No,Low,"[{""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""tenure_months"", ""value"": 27}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""unresolved_complaints"", ""value"": 1}, {""factor"": ""external_transfer_change_30d"", ""value"": 38.0814}]"
C18214,Arjun Nigam,2026-02-01,41,11,salary,regular,32948.9327,0.4736,1,0,0,18,-5.5112,2.1187,11.4587,-25.3514,2.0,18.2327,0.4113,0,0,0,0,2,0.0,0,,BR-140,gold,1,7.29,21.86,No,Low,"[{""factor"": ""days_since_last_transaction"", ""value"": 18}, {""factor"": ""tenure_months"", ""value"": 11}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""salary_missing_days"", ""value"": 2.0}, {""factor"": ""branch_code"", ""value"": ""BR-140""}]"
C18215,Sathvik Dhar,2026-06-01,72,127,pension,regular,18408.5722,1.046,3,0,0,6,9.5301,20.9235,23.8879,10.5151,0.0,-27.334,0.207,0,0,1,1,0,34.5172,0,Nomination update charge? Such a basic service should be free.,BR-114,gold,0,1.96,5.87,No,Low,"[{""factor"": ""unresolved_complaints"", ""value"": 1}, {""factor"": ""age"", ""value"": 72}, {""factor"": ""upi_share_of_spend"", ""value"": 0.207}, {""factor"": ""customer_segment"", ""value"": ""pension""}, {""factor"": ""app_login_change_30d"", ""value"": 10.5151}]"
C18216,Ishwar Rattan,2026-06-01,35,107,salary,regular,77308.609,0.1869,2,0,0,15,0.3256,13.7499,9.0371,-8.7363,2.0,21.937,0.7087,0,0,1,0,1,16.5485,0,Requesting reversal of duplicate debit card annual fee this year.,BR-125,gold,0,1.96,5.87,No,Low,"[{""factor"": ""days_since_last_transaction"", ""value"": 15}, {""factor"": ""salary_missing_days"", ""value"": 2.0}, {""factor"": ""external_transfer_change_30d"", ""value"": 21.937}, {""factor"": ""customer_segment"", ""value"": ""salary""}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C18217,Dakshesh Hora,2026-06-01,77,133,pension,regular,6729.9333,-0.4061,1,0,0,0,8.1783,6.9647,24.647,24.0246,0.0,-3.8029,0.1986,0,0,0,0,0,0.0,0,,BR-119,green,0,1.65,4.96,No,Low,"[{""factor"": ""age"", ""value"": 77}, {""factor"": ""app_login_change_30d"", ""value"": 24.0246}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""upi_share_of_spend"", ""value"": 0.1986}, {""factor"": ""customer_segment"", ""value"": ""pension""}]"
C18218,Ekaja Salvi,2026-06-01,38,19,vendor,irregular,4252.369,0.7865,2,0,1,0,30.5766,41.1392,26.3694,36.2065,,-66.8278,0.4335,0,0,0,0,0,0.0,0,,BR-103,blue,0,1.96,5.87,No,Low,"[{""factor"": ""tenure_months"", ""value"": 19}, {""factor"": ""app_login_change_30d"", ""value"": 36.2065}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""customer_segment"", ""value"": ""vendor""}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C18219,Lakshmi Iyer,2026-04-01,75,222,pension,regular,14841.6358,-0.295,2,0,0,21,-42.4656,-16.7275,-60.0322,-48.8413,4.0,61.6676,0.5319,0,0,1,0,4,14.9263,0,Card swallow ho gaya machine me. Branch ne kaha 15 din lagenge.,BR-121,gold,1,45.95,79.73,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -42.4656}, {""factor"": ""card_spend_change_30d"", ""value"": -60.0322}, {""factor"": ""days_since_last_transaction"", ""value"": 21}, {""factor"": ""failed_transactions_30d"", ""value"": 4}, {""factor"": ""salary_missing_days"", ""value"": 4.0}]"
C18220,Gaurav Bhardwaj,2026-03-01,53,7,vendor,irregular,8964.0899,-0.6892,1,0,0,12,-11.3438,-15.9695,-39.7181,-34.541,,24.1645,0.3447,0,0,3,2,9,38.152,0,"Requesting update of my address, I have submitted proof three times.",BR-140,blue,1,18.06,62.22,Yes,Medium,"[{""factor"": ""card_spend_change_30d"", ""value"": -39.7181}, {""factor"": ""failed_transactions_30d"", ""value"": 9}, {""factor"": ""tenure_months"", ""value"": 7}, {""factor"": ""complaints_30d"", ""value"": 3}, {""factor"": ""unresolved_complaints"", ""value"": 2}]"
C18221,Baljiwan Ben,2026-06-01,45,147,farmer,seasonal,18617.1312,-0.1821,2,0,1,2,-8.6336,16.6031,39.0678,-5.6731,,1.2127,0.5575,0,0,2,0,2,30.8508,0,Twice I got half the amount I asked for. Who audits these machines?,BR-129,gold,0,1.96,5.87,No,Low,"[{""factor"": ""complaints_30d"", ""value"": 2}, {""factor"": ""branch_code"", ""value"": ""BR-129""}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""external_transfer_change_30d"", ""value"": 1.2127}]"
